sample_id,relative_pore_fraction_range,pore_fraction_monotonic_decrease,diameter_200k_over_50k_px,failure_flags
AJ-1,0.23992599374329904,False,0.4761750678893274,pore_fraction_scale_sensitive;nonmonotonic_pore_fraction;high_magnification_fragmentation
AJ-2,0.19761692411972467,False,0.44580799664707343,nonmonotonic_pore_fraction;high_magnification_fragmentation
AJ-3,0.14111683252848115,False,0.48447789052325996,nonmonotonic_pore_fraction;high_magnification_fragmentation
AJ-4,0.3338279919791307,True,0.5077524002897474,pore_fraction_scale_sensitive;high_magnification_fragmentation
AJ-5,0.24411510585490157,True,0.4766196348731389,pore_fraction_scale_sensitive;high_magnification_fragmentation
