target,model,permutation_index,mae_skill_vs_mean_baseline
pinning_fraction,Ridge,139,-0.4624332134160644
pinning_fraction,Ridge,140,-0.8834661407379787
pinning_fraction,Ridge,141,-1.4452557340179433
pinning_fraction,Ridge,142,-1.6584385609649195
pinning_fraction,Ridge,143,-1.977514943944387
pinning_fraction,Ridge,144,-1.512593677082177
pinning_fraction,Ridge,145,0.033057354751786894
pinning_fraction,Ridge,146,-1.8481316647488326
pinning_fraction,Ridge,147,-0.45141866586939366
pinning_fraction,Ridge,148,-1.577148378786376
pinning_fraction,Ridge,149,0.056858271511626035
pinning_fraction,Ridge,150,-2.706208479278522
pinning_fraction,Ridge,151,-1.1984717569106693
pinning_fraction,Ridge,152,-0.3720206398731596
pinning_fraction,Ridge,153,-0.2926354665026173
pinning_fraction,Ridge,154,0.056858271511626035
pinning_fraction,Ridge,155,-2.0689688837801756
pinning_fraction,Ridge,156,-1.8481316647488326
pinning_fraction,Ridge,157,-2.706208479278522
pinning_fraction,Ridge,158,-1.977514943944387
pinning_fraction,Ridge,159,-0.5801533132886496
pinning_fraction,Ridge,160,-1.4452557340179433
pinning_fraction,Ridge,161,-1.9096700238167614
pinning_fraction,Ridge,162,-0.45141866586939366
pinning_fraction,Ridge,163,-0.5039476937559355
pinning_fraction,Ridge,164,-1.0806523883200199
pinning_fraction,Ridge,165,-2.3447320362579083
pinning_fraction,Ridge,166,-1.0497689528319343
pinning_fraction,Ridge,167,-1.8937004837305802
pinning_fraction,Ridge,168,-1.577148378786376
pinning_fraction,Ridge,169,-2.9588530977811627
pinning_fraction,Ridge,170,-2.618189455045367
pinning_fraction,Ridge,171,0.056858271511626035
pinning_fraction,Ridge,172,-2.618189455045367
pinning_fraction,Ridge,173,-1.6584385609649195
pinning_fraction,Ridge,174,-2.255711072592235
pinning_fraction,Ridge,175,-1.8481316647488326
pinning_fraction,Ridge,176,-0.45141866586939366
pinning_fraction,Ridge,177,-2.0104540438970724
pinning_fraction,Ridge,178,-1.6584385609649195
pinning_fraction,Ridge,179,-2.4839793856523564
pinning_fraction,Ridge,180,-1.2927980099487237
pinning_fraction,Ridge,181,-2.0689688837801756
pinning_fraction,Ridge,182,-0.45141866586939366
pinning_fraction,Ridge,183,-1.022964904615947
pinning_fraction,Ridge,184,-0.8834661407379787
pinning_fraction,Ridge,185,-2.631272529667162
pinning_fraction,Ridge,186,-1.496353428850845
pinning_fraction,Ridge,187,-0.9941233351454606
pinning_fraction,Ridge,188,0.030766691590050577
pinning_fraction,Ridge,189,-1.0806523883200199
pinning_fraction,Ridge,190,-0.9941233351454606
pinning_fraction,Ridge,191,-2.9588530977811627
pinning_fraction,Ridge,192,-2.0525455852757957
pinning_fraction,Ridge,193,-2.804243419182421
pinning_fraction,Ridge,194,-2.9588530977811627
pinning_fraction,Ridge,195,-1.0419201115637593
pinning_fraction,Ridge,196,-2.706208479278522
pinning_fraction,Ridge,197,-2.064512935709138
pinning_fraction,Ridge,198,-1.8937004837305802
pinning_fraction,Ridge,199,-2.0689688837801756
pinning_fraction,Ridge,200,-2.255711072592235
pinning_fraction,Random Forest,1,0.003383333333333516
pinning_fraction,Random Forest,2,-0.04189999999999977
pinning_fraction,Random Forest,3,0.02197222222222267
pinning_fraction,Random Forest,4,0.06839722222222266
pinning_fraction,Random Forest,5,-0.0013027777777774308
pinning_fraction,Random Forest,6,0.029180555555555876
pinning_fraction,Random Forest,7,0.0436055555555559
pinning_fraction,Random Forest,8,-0.013705555555555138
pinning_fraction,Random Forest,9,-0.017816666666666536
pinning_fraction,Random Forest,10,-0.0533166666666664
pinning_fraction,Random Forest,11,-0.06679722222222212
pinning_fraction,Random Forest,12,-0.030074999999999907
pinning_fraction,Random Forest,13,-0.056594444444444336
pinning_fraction,Random Forest,14,-0.032163888888888714
pinning_fraction,Random Forest,15,0.0436055555555559
pinning_fraction,Random Forest,16,0.0527861111111112
pinning_fraction,Random Forest,17,-0.04424722222222205
pinning_fraction,Random Forest,18,0.09297222222222262
pinning_fraction,Random Forest,19,-0.04424722222222205
pinning_fraction,Random Forest,20,-0.01499722222222194
pinning_fraction,Random Forest,21,0.03120555555555593
pinning_fraction,Random Forest,22,-0.017816666666666536
pinning_fraction,Random Forest,23,-0.017816666666666536
pinning_fraction,Random Forest,24,-0.013630555555555424
pinning_fraction,Random Forest,25,0.0574111111111113
pinning_fraction,Random Forest,26,-0.06679722222222212
pinning_fraction,Random Forest,27,-0.030074999999999907
pinning_fraction,Random Forest,28,0.08695833333333358
pinning_fraction,Random Forest,29,-0.04581666666666634
pinning_fraction,Random Forest,30,0.09297222222222262
pinning_fraction,Random Forest,31,0.02197222222222267
pinning_fraction,Random Forest,32,0.025391666666666923
pinning_fraction,Random Forest,33,0.024905555555555736
pinning_fraction,Random Forest,34,-0.037430555555555356
pinning_fraction,Random Forest,35,-0.02869444444444408
pinning_fraction,Random Forest,36,0.04659166666666703
pinning_fraction,Random Forest,37,0.016822222222222627
pinning_fraction,Random Forest,38,0.016986111111111313
pinning_fraction,Random Forest,39,-0.01656666666666634
pinning_fraction,Random Forest,40,0.03458333333333363
pinning_fraction,Random Forest,41,0.018272222222222467
pinning_fraction,Random Forest,42,0.06528611111111127
pinning_fraction,Random Forest,43,-0.022986111111111096
pinning_fraction,Random Forest,44,0.0021000000000001573
pinning_fraction,Random Forest,45,-0.037430555555555356
pinning_fraction,Random Forest,46,-0.008330555555555452
pinning_fraction,Random Forest,47,-0.034574999999999745
pinning_fraction,Random Forest,48,0.03120555555555593
pinning_fraction,Random Forest,49,-0.022986111111111096
pinning_fraction,Random Forest,50,-0.0533166666666664
pinning_fraction,Random Forest,51,0.05522222222222245
pinning_fraction,Random Forest,52,-0.056858333333332955
pinning_fraction,Random Forest,53,-0.022986111111111096
pinning_fraction,Random Forest,54,0.018272222222222467
pinning_fraction,Random Forest,55,-0.0038194444444441533
pinning_fraction,Random Forest,56,0.06839722222222266
pinning_fraction,Random Forest,57,-0.07801944444444436
pinning_fraction,Random Forest,58,-0.07801944444444436
pinning_fraction,Random Forest,59,-0.015749999999999875
pinning_fraction,Random Forest,60,-0.017816666666666536
pinning_fraction,Random Forest,61,0.024905555555555736
pinning_fraction,Random Forest,62,0.00864722222222264
pinning_fraction,Random Forest,63,-0.0533166666666664
pinning_fraction,Random Forest,64,0.09297222222222262
pinning_fraction,Random Forest,65,0.0436055555555559
pinning_fraction,Random Forest,66,0.03120555555555593
pinning_fraction,Random Forest,67,0.06528611111111127
pinning_fraction,Random Forest,68,-0.01656666666666634
pinning_fraction,Random Forest,69,0.016822222222222627
pinning_fraction,Random Forest,70,-0.04189999999999977
pinning_fraction,Random Forest,71,0.03458333333333363
pinning_fraction,Random Forest,72,-0.037430555555555356
pinning_fraction,Random Forest,73,0.016822222222222627
pinning_fraction,Random Forest,74,0.003383333333333516
pinning_fraction,Random Forest,75,-0.032163888888888714
pinning_fraction,Random Forest,76,-0.02415555555555543
pinning_fraction,Random Forest,77,0.06528611111111127
pinning_fraction,Random Forest,78,0.06528611111111127
pinning_fraction,Random Forest,79,0.0574111111111113
pinning_fraction,Random Forest,80,-0.04189999999999977
pinning_fraction,Random Forest,81,-0.0533166666666664
pinning_fraction,Random Forest,82,-0.020519444444444312
pinning_fraction,Random Forest,83,-0.02415555555555543
pinning_fraction,Random Forest,84,-0.04424722222222205
pinning_fraction,Random Forest,85,-0.01499722222222194
pinning_fraction,Random Forest,86,-0.01499722222222194
pinning_fraction,Random Forest,87,-0.013705555555555138
pinning_fraction,Random Forest,88,-0.013630555555555424
pinning_fraction,Random Forest,89,0.06839722222222266
pinning_fraction,Random Forest,90,-0.02415555555555543
pinning_fraction,Random Forest,91,-0.032163888888888714
pinning_fraction,Random Forest,92,-0.01656666666666634
pinning_fraction,Random Forest,93,-0.04424722222222205
pinning_fraction,Random Forest,94,-0.050547222222221966
pinning_fraction,Random Forest,95,0.0021000000000001573
pinning_fraction,Random Forest,96,0.09297222222222262
pinning_fraction,Random Forest,97,-0.013630555555555424
pinning_fraction,Random Forest,98,-0.01499722222222194
pinning_fraction,Random Forest,99,-0.013630555555555424
pinning_fraction,Random Forest,100,0.016822222222222627
pinning_fraction,Random Forest,101,0.06839722222222266
pinning_fraction,Random Forest,102,0.038138888888889055
pinning_fraction,Random Forest,103,-0.034574999999999745
pinning_fraction,Random Forest,104,-0.03015833333333323
pinning_fraction,Random Forest,105,-0.0533166666666664
pinning_fraction,Random Forest,106,0.03458333333333363
pinning_fraction,Random Forest,107,-0.02164999999999989
pinning_fraction,Random Forest,108,0.00864722222222264
pinning_fraction,Random Forest,109,0.0574111111111113
pinning_fraction,Random Forest,110,0.0574111111111113
pinning_fraction,Random Forest,111,-0.04189999999999977
pinning_fraction,Random Forest,112,0.026980555555555674
pinning_fraction,Random Forest,113,-0.008330555555555452
pinning_fraction,Random Forest,114,-0.037430555555555356
pinning_fraction,Random Forest,115,0.026980555555555674
pinning_fraction,Random Forest,116,-0.030074999999999907
pinning_fraction,Random Forest,117,-0.02869444444444408
pinning_fraction,Random Forest,118,-0.02164999999999989
pinning_fraction,Random Forest,119,0.024905555555555736
pinning_fraction,Random Forest,120,0.02847500000000025
pinning_fraction,Random Forest,121,-0.017816666666666536
pinning_fraction,Random Forest,122,0.024905555555555736
pinning_fraction,Random Forest,123,-0.0451805555555555
pinning_fraction,Random Forest,124,-0.02164999999999989
pinning_fraction,Random Forest,125,-0.07801944444444436
pinning_fraction,Random Forest,126,-0.020519444444444312
pinning_fraction,Random Forest,127,-0.0533166666666664
pinning_fraction,Random Forest,128,-0.022986111111111096
pinning_fraction,Random Forest,129,-0.01499722222222194
pinning_fraction,Random Forest,130,0.006161111111111506
pinning_fraction,Random Forest,131,-0.0008527777777775913
pinning_fraction,Random Forest,132,-0.04424722222222205
pinning_fraction,Random Forest,133,0.003383333333333516
pinning_fraction,Random Forest,134,0.018272222222222467
pinning_fraction,Random Forest,135,-0.0451805555555555
pinning_fraction,Random Forest,136,0.038138888888889055
pinning_fraction,Random Forest,137,-0.08267777777777757
pinning_fraction,Random Forest,138,-0.0013027777777774308
pinning_fraction,Random Forest,139,-0.07801944444444436
pinning_fraction,Random Forest,140,0.030555555555555836
pinning_fraction,Random Forest,141,0.02847500000000025
pinning_fraction,Random Forest,142,0.03120555555555593
pinning_fraction,Random Forest,143,-0.022986111111111096
pinning_fraction,Random Forest,144,-0.04189999999999977
pinning_fraction,Random Forest,145,-0.01499722222222194
pinning_fraction,Random Forest,146,0.03120555555555593
pinning_fraction,Random Forest,147,-0.0451805555555555
pinning_fraction,Random Forest,148,-0.04189999999999977
pinning_fraction,Random Forest,149,0.038138888888889055
pinning_fraction,Random Forest,150,0.016822222222222627
pinning_fraction,Random Forest,151,0.030555555555555836
pinning_fraction,Random Forest,152,0.016986111111111313
pinning_fraction,Random Forest,153,-0.03015833333333323
pinning_fraction,Random Forest,154,0.0436055555555559
pinning_fraction,Random Forest,155,-0.008330555555555452
pinning_fraction,Random Forest,156,0.0436055555555559
pinning_fraction,Random Forest,157,-0.0451805555555555
pinning_fraction,Random Forest,158,0.0527861111111112
pinning_fraction,Random Forest,159,-0.037430555555555356
pinning_fraction,Random Forest,160,0.0436055555555559
pinning_fraction,Random Forest,161,0.025391666666666923
pinning_fraction,Random Forest,162,-0.034574999999999745
pinning_fraction,Random Forest,163,-0.0008527777777775913
pinning_fraction,Random Forest,164,-0.04189999999999977
pinning_fraction,Random Forest,165,-0.04424722222222205
pinning_fraction,Random Forest,166,0.03120555555555593
pinning_fraction,Random Forest,167,-0.015749999999999875
pinning_fraction,Random Forest,168,-0.03015833333333323
pinning_fraction,Random Forest,169,-0.008330555555555452
pinning_fraction,Random Forest,170,-0.0038194444444441533
pinning_fraction,Random Forest,171,-0.008330555555555452
pinning_fraction,Random Forest,172,0.0527861111111112
pinning_fraction,Random Forest,173,0.016822222222222627
pinning_fraction,Random Forest,174,0.00864722222222264
pinning_fraction,Random Forest,175,-0.013705555555555138
pinning_fraction,Random Forest,176,-0.02424722222222203
pinning_fraction,Random Forest,177,0.0436055555555559
pinning_fraction,Random Forest,178,0.0574111111111113
pinning_fraction,Random Forest,179,-0.037430555555555356
pinning_fraction,Random Forest,180,0.00864722222222264
pinning_fraction,Random Forest,181,-0.032163888888888714
pinning_fraction,Random Forest,182,0.038138888888889055
pinning_fraction,Random Forest,183,0.0436055555555559
pinning_fraction,Random Forest,184,-0.013705555555555138
pinning_fraction,Random Forest,185,0.02847500000000025
pinning_fraction,Random Forest,186,0.026980555555555674
pinning_fraction,Random Forest,187,-0.02869444444444408
pinning_fraction,Random Forest,188,-0.056858333333332955
pinning_fraction,Random Forest,189,0.05522222222222245
pinning_fraction,Random Forest,190,0.016822222222222627
pinning_fraction,Random Forest,191,0.0527861111111112
pinning_fraction,Random Forest,192,0.030555555555555836
pinning_fraction,Random Forest,193,0.024905555555555736
pinning_fraction,Random Forest,194,-0.02869444444444408
pinning_fraction,Random Forest,195,0.09297222222222262
pinning_fraction,Random Forest,196,-0.030074999999999907
pinning_fraction,Random Forest,197,0.006161111111111506
pinning_fraction,Random Forest,198,-0.022986111111111096
pinning_fraction,Random Forest,199,-0.02415555555555543
pinning_fraction,Random Forest,200,0.0021000000000001573
