sample_id,n_magnifications,pore_fraction_mean,pore_fraction_sd,pore_fraction_range
AJ-1,3,0.2795782324641982,0.03511223881590766,0.06707808525296777
AJ-2,3,0.3094858500565291,0.03263978077808946,0.06115964174674959
AJ-3,3,0.25863863102388357,0.020142024417644493,0.036498264379593
AJ-4,3,0.22382124287497643,0.03805129258064472,0.07471779607122672
AJ-5,3,0.2507803115284059,0.03259367348273849,0.061219262295081955
