relative_path,sha256,contact_angle_deg,contact_angle_sd_deg,n_contact_angle,contact_angle_value_source,hysteresis_deg,rolloff_angle_deg,pinning_fraction,figure_folder,primer,material,sieving,coating_method,test_type,cycle,spray_cycle,view,image_role,condition_key,duplicate_sha256
Figure 6/900C SP coatings_abrasion and tape tesing_wetting data/Cycle 2/Abrasion.xlsx,cfa87b0dfd17626b41f708e8235f1bd533cff86af55f0a05105fef901492dec6,154.47000000000003,1.5181818887535905,10,reported_CA_Stabw,0.8613890161309257,5.0,0.1,Figure 6,PUR,900C,unknown,spray,abrasion,2.0,,top,coating,900C|PUR|unknown|spray|abrasion|2|sprayna,False
Figure 6/900C SP coatings_abrasion and tape tesing_wetting data/Cycle 2/Tape.xlsx,9da9560a743311d8b8a68577edae78cd552ee9d689e076bc739eb3737685ecaa,155.3,1.3105570171002712,5,reported_CA_Stabw,0.837051767676788,6.0,0.2,Figure 6,PUR,900C,unknown,spray,tape,2.0,,top,coating,900C|PUR|unknown|spray|tape|2|sprayna,False
Figure 6/900C SP coatings_abrasion and tape tesing_wetting data/Cycle 20/Abrasion.xlsx,767cbaea2a7dca6ae1dd3b261471976589674ab3e0e285399db5ddbb0aea2c9f,148.41500000000002,5.641219824746338,10,computed_static_replicates,,,1.0,Figure 6,PUR,900C,unknown,spray,abrasion,20.0,,top,coating,900C|PUR|unknown|spray|abrasion|20|sprayna,False
Figure 6/900C SP coatings_abrasion and tape tesing_wetting data/Cycle 3/Abrasion.xlsx,6ab8ed479bcc918d04f30cbf6e0d3cacc5b6a64a1da1f93317c185cee98e1f46,154.825,1.9894327479948966,10,reported_CA_Stabw,1.0999159761706494,6.0,0.2,Figure 6,PUR,900C,unknown,spray,abrasion,3.0,,top,coating,900C|PUR|unknown|spray|abrasion|3|sprayna,False
Figure 6/900C SP coatings_abrasion and tape tesing_wetting data/Cycle 3/Tape.xlsx,911a95b53b4924eda48dded3b68693509f76845e7368b3decb660c03c6609130,151.63,1.5759943940096708,5,reported_CA_Stabw,3.7707333516157178,7.0,0.4,Figure 6,PUR,900C,unknown,spray,tape,3.0,,top,coating,900C|PUR|unknown|spray|tape|3|sprayna,False
Figure 6/900C SP coatings_abrasion and tape tesing_wetting data/Cycle 4/Abrasion.xlsx,984551cc123ec18c9310322ca763d533a7872dbf7bcb20b66a3b9985d7b3bf0b,140.27000000000004,4.1524136407051735,10,reported_CA_Stabw,,9.0,0.6,Figure 6,PUR,900C,unknown,spray,abrasion,4.0,,top,coating,900C|PUR|unknown|spray|abrasion|4|sprayna,False
Figure 6/900C SP coatings_abrasion and tape tesing_wetting data/Cycle 4/Tape.xlsx,682eb7f9a82a2fcb771fd33471a90f180610a5652a44d9a3c69d03feefa22b00,146.72,3.745986378082258,5,reported_CA_Stabw,,8.0,0.8,Figure 6,PUR,900C,unknown,spray,tape,4.0,,top,coating,900C|PUR|unknown|spray|tape|4|sprayna,False
Figure 6/900C SP coatings_abrasion and tape tesing_wetting data/Cycle 5/Abrasion.xlsx,98a789c7477142165120babafb431b2787f4e6523e4cc8299b7d0964a11f1583,134.03499999999997,12.899712879995544,10,reported_CA_Stabw,,10.0,1.0,Figure 6,PUR,900C,unknown,spray,abrasion,5.0,,top,coating,900C|PUR|unknown|spray|abrasion|5|sprayna,False
Figure 6/900C SP coatings_abrasion and tape tesing_wetting data/Cycle 5/Tape.xlsx,5614f49733e3a09169d47b022dd0355a5fb07e19d600f5dae6f274697e8d9ce8,145.95000000000002,9.676878986442961,5,reported_CA_Stabw,,10.0,1.0,Figure 6,PUR,900C,unknown,spray,tape,5.0,,top,coating,900C|PUR|unknown|spray|tape|5|sprayna,False
Figure 6/Binder SP_abrasion and tape testing_wetting data/Contact angle hysteresis_roll-off angle_pinning fraction.xlsx,389d5f73ce57a87d81793ccc33fec06680f0fbae8b770f456b2d8c15a6fb0fc3,,,0,computed_static_replicates,,5.111111111111111,0.11000000000000001,Figure 6,PUR,binder,unknown,spray,none,,,top,particle,binder|PUR|unknown|spray|none|na|sprayna,False
Figure 6/Unsintered SP coating_abrasion and tape tesing_wetting data/No calcination_Abrasion test cycle_0_wetting data.xlsx,f0c1d18ba13f08983f28bd8b35596001851cbe8203e2da59171c2f0bb11d1f44,154.34499999999997,1.8053000267120511,0,reported_CA_Stabw,0.3328235380904346,5.0,0.0,Figure 6,PUR,unsintered,unknown,spray,abrasion,0.0,,top,coating,unsintered|PUR|unknown|spray|abrasion|0|sprayna,False
Figure 6/Unsintered SP coating_abrasion and tape tesing_wetting data/No calcination_Abrasion test cycle_1_wetting data.xlsx,e54c204cd93420b4039aba03ef79a6ba074c43be0b62623d0739944cb87c86b2,151.34500000000003,2.3400533304376534,10,reported_CA_Stabw,1.2027125863229629,5.0,0.0,Figure 6,PUR,unsintered,unknown,spray,abrasion,1.0,,top,coating,unsintered|PUR|unknown|spray|abrasion|1|sprayna,False
Figure 6/Unsintered SP coating_abrasion and tape tesing_wetting data/No calcination_Abrasion test cycle_2_wetting data.xlsx,94cf37cef3595c9bec1098f9e42fe4162b02690f2a8106806f8cf75db3075dfb,148.08500000000004,1.7881011148949177,10,reported_CA_Stabw,,7.0,0.9,Figure 6,PUR,unsintered,unknown,spray,abrasion,2.0,,top,coating,unsintered|PUR|unknown|spray|abrasion|2|sprayna,False
Figure 6/Unsintered SP coating_abrasion and tape tesing_wetting data/No calcination_Abrasion test cycle_3_wetting data.xlsx,d43573b65ea0c4e6543e05979a989696c36559678d6a3bf299bb7222aee53a9b,146.05,1.8862081439050182,10,reported_CA_Stabw,,11.0,1.0,Figure 6,PUR,unsintered,unknown,spray,abrasion,3.0,,top,coating,unsintered|PUR|unknown|spray|abrasion|3|sprayna,False
Figure 6/Unsintered SP coating_abrasion and tape tesing_wetting data/No calcination_Abrasion test cycle_4_wetting data.xlsx,b73f4e8469491f4282fbb61d102ec00e528ca167937bacbee3fc1aa9b9c6cd48,145.08,1.4661708674394736,10,reported_CA_Stabw,,19.0,1.0,Figure 6,PUR,unsintered,unknown,spray,abrasion,4.0,,top,coating,unsintered|PUR|unknown|spray|abrasion|4|sprayna,False
Figure 6/Unsintered SP coating_abrasion and tape tesing_wetting data/No calcination_Abrasion test cycle_5_wetting data.xlsx,c88c63957a4d22d4c9d4f59a9d24c9571dc6771bd03ec77f3cfc102467c21d32,144.29444444444448,1.2992978150314745,10,reported_CA_Stabw,,,1.0,Figure 6,PUR,unsintered,unknown,spray,abrasion,5.0,,top,coating,unsintered|PUR|unknown|spray|abrasion|5|sprayna,False
Figure 6/Unsintered SP coating_abrasion and tape tesing_wetting data/No calcination_Tape test cycle_0_wetting data.xlsx,71c02f3040355587b287e0c672cf4ea3c06a698d99a89350d54f2fca75a58ff6,152.17000000000002,1.2515044585804942,5,reported_CA_Stabw,1.1329184472934533,5.0,0.0,Figure 6,PUR,unsintered,unknown,spray,tape,0.0,,top,coating,unsintered|PUR|unknown|spray|tape|0|sprayna,False
Figure 6/Unsintered SP coating_abrasion and tape tesing_wetting data/No calcination_Tape test cycle_1_wetting data.xlsx,29129f60a63dfc12e19d7f7a112c32ac14f82bda15f3e551e7e2492998fc29e5,150.79,1.0170539891745995,5,reported_CA_Stabw,1.4914853395061887,8.0,0.3,Figure 6,PUR,unsintered,unknown,spray,tape,1.0,,top,coating,unsintered|PUR|unknown|spray|tape|1|sprayna,False
Figure 6/Unsintered SP coating_abrasion and tape tesing_wetting data/No calcination_Tape test cycle_2_wetting data.xlsx,4034762186b9086739abe24141e30f36fc85178ce07b234af758805886f6c823,143.62,4.841322460107595,5,reported_CA_Stabw,,9.0,1.0,Figure 6,PUR,unsintered,unknown,spray,tape,2.0,,top,coating,unsintered|PUR|unknown|spray|tape|2|sprayna,False
Figure 6/Unsintered SP coating_abrasion and tape tesing_wetting data/No calcination_Tape test cycle_3_wetting data.xlsx,e9f5435f86e0120a4c9a3f74ae456d41d9c2114210bc4409811cc071d0f2c908,140.81,10.347874177566464,5,reported_CA_Stabw,,13.0,1.0,Figure 6,PUR,unsintered,unknown,spray,tape,3.0,,top,coating,unsintered|PUR|unknown|spray|tape|3|sprayna,False
Figure 6/Unsintered SP coating_abrasion and tape tesing_wetting data/No calcination_Tape test cycle_4_wetting data.xlsx,1b5fd99a58f1fb59e837c5885e8d9eab7a94d65622f59c6c708038cd97d09fbc,140.52000000000004,9.247219404467879,5,reported_CA_Stabw,,18.0,1.0,Figure 6,PUR,unsintered,unknown,spray,tape,4.0,,top,coating,unsintered|PUR|unknown|spray|tape|4|sprayna,False
Figure 6/Unsintered SP coating_abrasion and tape tesing_wetting data/No calcination_Tape test cycle_5_wetting data.xlsx,b99cdd364957286874c5f5c4be1cb04a25a3509eec0b0934133173dacede130f,142.17,5.434279598433918,5,reported_CA_Stabw,,,1.0,Figure 6,PUR,unsintered,unknown,spray,tape,5.0,,top,coating,unsintered|PUR|unknown|spray|tape|5|sprayna,False
Supplementary Figure S4/Contact angle_ hysteresis_roll-off angle_Dip coating.xlsx,c3bce26f7213d3650f7e919f329d0263a834d1b6dab6a42b7cec7658c6f036b0,153.45999999999998,0.8191183766730481,5,reported_CA_Stabw,2.0797338935574126,5.0,,Supplementary Figure S4,unknown,base,unknown,dip,none,,,top,coating,base|unknown|unknown|dip|none|na|sprayna,False
Supplementary Figure S7/Sieved SP contact angle and pinning fraction_PUR.xlsx,a948c4f11946b8ef7859a6f1a5e9ca00e84c78e052bfbad35da86220fe954201,150.04000000000002,0.8378926809162289,5,reported_CA_Stabw,,,1.0,Supplementary Figure S7,PUR,base,sieved,spray,none,,,top,particle,base|PUR|sieved|spray|none|na|sprayna,False
Supplementary Figure S7/Unsieved SP contact angle_hysteresis_ pinning fraction_PUR.xlsx,c224e763ad62ac1d87fac4d7517463dba1a605767053c5c81ac39e1251616160,153.14999999999998,0.7598469541909326,5,reported_CA_Stabw,0.9322278062943118,5.0,0.0,Supplementary Figure S7,PUR,base,unsieved,spray,none,,,top,particle,base|PUR|unsieved|spray|none|na|sprayna,False
